doi,title,relevant,tags
"10.1126/science.aaf8084","Spatial organization of chromatin domains and compartments in single chromosomes","no",[]
"10.1093/nar/gkv100","Inferential modeling of 3D chromatin structure","yes",[]
"10.1093/lifemedi/lnad012","The 3D genome and its impacts on human health and disease","no",[]
"10.1371/journal.pcbi.1010572","DLoopCaller: A deep learning approach for predicting genome-wide chromatin loops by integrating accessible chromatin landscapes","no",[]
"10.1038/s41564-023-01344-8","SARS-CoV-2 restructures host chromatin architecture","no",[]
"10.1038/s41467-021-27865-6","MyoD is a 3D genome structure organizer for muscle cell identity","no",[]
"10.1186/s12864-019-5535-2","Hierarchical cooperation of transcription factors from integration analysis of DNA sequences, ChIP-Seq and ChIA-PET data","no",[]
"10.1093/nar/gkad401","Multiomic analysis of cohesin reveals that ZBTB transcription factors contribute to chromatin interactions","no",[]
"10.1038/s41467-017-02526-9","Sub-kb Hi-C in <i>D</i>. <i>melanogaster</i> reveals conserved characteristics of TADs between insect and mammalian cells","no",[]
"10.1186/s13059-020-02030-2","Chromatin topology reorganization and transcription repression by PML-RARα in acute promyeloid leukemia","yes",[]
"10.1111/nph.15882","Electron tomography of plant organelles and the outlook for correlative microscopic approaches","no",[]
"10.1073/pnas.1719405115","WDR5 modulates cell motility and morphology and controls nuclear changes induced by a 3D environment","no",[]
"10.1186/s12915-023-01766-0","Cellular reprogramming is driven by widespread rewiring of promoter-enhancer interactions","no",[]
"10.1093/narcan/zcad028","The 3D chromatin landscape of rhabdomyosarcoma","no",[]
"10.1093/molbev/msab128","Comparative Genome Analyses Highlight Transposon-Mediated Genome Expansion and the Evolutionary Architecture of 3D Genomic Folding in Cotton","no",[]
"10.1093/plcell/koab081","Altered chromatin architecture and gene expression during polyploidization and domestication of soybean","no",[]
"10.1155/2019/8541303","Modelling Cell Origami via a Tensegrity Model of the Cytoskeleton in Adherent Cells","no",[]
"10.1016/j.gpb.2023.03.003","Morphine Re-Arranges Chromatin Spatial Architecture of Primate Cortical Neurons","no",[]
"10.15302/J-QB-022-0317","3D genomic organization in cancers","no",[]
"10.1002/advs.202301058","Decooc Deconvoluted Hi-C Map Characterizes the Chromatin Architecture of Cells in Physiologically Distinctive Tissues","no",[]
"10.1186/1471-2164-14-70","Genome-wide analysis uncovers high frequency, strong differential chromosomal interactions and their associated epigenetic patterns in E2-mediated gene regulation","no",[]
"10.1126/sciadv.abg4126","Epigenomic landscape and 3D genome structure in pediatric high-grade glioma","no",[]
"10.1111/jipb.13378","Chromatin architectural alterations due to null mutation of a major CG methylase in rice","no",[]
"10.1016/j.isci.2023.106908","Comprehensive multiomics analyses reveal pervasive involvement of aberrant cohesin binding in transcriptional and chromosomal disorder of cancer cells","no",[]
"10.1093/nar/gkac795","CohesinDB: a comprehensive database for decoding cohesin-related epigenomes, 3D genomes and transcriptomes in human cells","no",[]
"10.1038/bjc.2014.278","TBLR1 is a novel prognostic marker and promotes epithelial-mesenchymal transition in cervical cancer","no",[]
"10.1038/s41467-022-33433-3","The transcriptional coactivator RUVBL2 regulates Pol II clustering with diverse transcription factors","no",[]
"10.1093/nar/gkad954","HHCDB: a database of human heterochromatin regions","no",[]
"10.1038/s42003-021-02209-8","Glucocorticoid receptor wields chromatin interactions to tune transcription for cytoskeleton stabilization in podocytes","no",[]
"10.1038/s41467-022-30270-2","Reconstruct high-resolution 3D genome structures for diverse cell-types using FLAMINGO","yes",[]
"10.1016/j.ymeth.2020.10.010","Discover novel disease-associated genes based on regulatory networks of long-range chromatin interactions","no",[]
"10.1016/j.cell.2018.09.013","CRISPR-Mediated Programmable 3D Genome Positioning and Nuclear Organization","no",[]
"10.1186/s13059-020-01992-7","TADsplimer reveals splits and mergers of topologically associating domains for epigenetic regulation of transcription","no",[]
"10.1371/journal.pgen.1011074","cLD: Rare-variant linkage disequilibrium between genomic regions identifies novel genomic interactions","no",[]
"10.1534/genetics.109.108688","Interlock Formation and Coiling of Meiotic Chromosome Axes During Synapsis","no",[]
"10.1038/s41467-023-37347-6","A DNA tumor virus globally reprograms host 3D genome architecture to achieve immortal growth","yes",[]
"10.1534/genetics.119.302600","Role of the Chromosome Architectural Factor SMCHD1 in X-Chromosome Inactivation, Gene Regulation, and Disease in Humans","no",[]
"10.1093/bioinformatics/btad211","DFHiC: a dilated full convolution model to enhance the resolution of Hi-C data","no",[]
"10.1016/j.celrep.2023.112323","SATB1 regulates 3D genome architecture in T cells by constraining chromatin interactions surrounding CTCF-binding sites","no",[]
"10.1038/s42003-024-07021-8","SATB1 prevents immune cell infiltration by regulating chromatin organization and gene expression of a chemokine gene cluster in T cells","no",[]
"10.1111/febs.17211","Regulation of 3D genome organization during T cell activation","no",[]
"10.1007/s11032-023-01386-0","Cytological and genetic effects of rye chromosomes 1RS and 3R on the wheat-breeding founder parent Chuanmai 42 from southwestern China","no",[]
"10.1088/1367-2630/aaad39","Looping and clustering model for the organization of protein-DNA complexes on the bacterial genome","no",[]
"10.1158/1078-0432.CCR-19-0713","BET Inhibition as a Rational Therapeutic Strategy for Invasive Lobular Breast Cancer","no",[]
"10.1073/pnas.2317911121","Physical modeling of nucleosome clustering in euchromatin resulting from interactions between epigenetic reader proteins","no",[]
"10.1186/s12870-021-03310-0","Genome-wide identification and expression profiling of <i>Alba</i> gene family members in response to abiotic stress in tomato (<i>Solanum lycopersicum</i> L.)","no",[]
"10.1016/j.molcel.2023.12.024","SATB2 organizes the 3D genome architecture of cognition in cortical neurons","yes",[]
"10.1006/excr.2001.5400","Subchromosomal positioning of the epidermal differentiation complex (EDC) in keratinocyte and lymphoblast interphase nuclei","no",[]
"10.1016/j.molp.2023.09.011","The Dof transcription factor COG1 acts as a key regulator of plant biomass by promoting photosynthesis and starch accumulation","no",[]
"10.1007/s11427-020-1762-2","Proteome landscape and spatial map of mouse primordial germ cells","no",[]
"10.1016/j.semcdb.2018.07.009","The advances in CRISPR technology and 3D genome","no",[]
"","ULTRASTRUCTURE OF CHROMATIN .2. 3-DIMENSIONAL RECONSTRUCTION OF ISOLATED FIBERS","no",[]
"10.1007/s10565-018-9443-z","ZNF143 is a regulator of chromatin loop","no",[]
"","Study of Cell-Type-Specific Chromatin Organization: In Situ Hi-C Library Preparation for Low-Input Plant Materials","no",[]
"10.1038/s41477-017-0096-3","Evolutionary dynamics of 3D genome architecture following polyploidization in cotton","no",[]
"","Beyond the nucleosome: 3D structural approaches to chromatin and chromatin remodeling complexes","no",[]
"10.1016/j.gde.2019.06.003","Implications of liquid-liquid phase separation in plant chromatin organization and transcriptional control","no",[]
"10.1016/j.semcdb.2018.07.020","A tour of 3D genome with a focus on CTCF","no",[]
"10.1002/dc.24641","The cytologic and immunohistochemical findings of pancreatic mixed acinar-endocrine carcinoma","no",[]
"10.1007/s11427-022-2278-0","A comprehensive overview of cotton genomics, biotechnology and molecular biological studies","no",[]
"10.1007/s00418-005-0768-3","Human archival tissues provide a valuable source for the analysis of spatial genome organization","no",[]
"10.1007/s12195-024-00805-2","P300 Modulates Endothelial Mechanotransduction of Fluid Shear Stress","no",[]
"10.1023/A:1025016828544","Three-dimensional arrangements of centromeres and telomeres in nuclei of human and murine lymphocytes","no",[]
"10.1007/s10709-015-9832-7","Specific features in linear and spatial organizations of pericentromeric heterochromatin regions in polytene chromosomes of the closely related species <i>Drosophila virilis</i> and <i>D-kanekoi</i> (Diptera: Drosophilidae)","no",[]
"10.1007/s13237-019-00275-2","Dynamics of the spatial orientation of the pericentromeric heterochromatin regions in the polytene chromosomes of ovarian nurse cells in the <i>Drosophila melanogaster</i> (Diptera: Drosophilidae) oogenesis","no",[]
"10.1016/j.scib.2022.03.012","Single cell atlas of developing mouse dental germs reveals populations of CD24<SUP>+</SUP> and <i>Plac8</i><SUP>+</SUP> odontogenic cells","no",[]
"10.1038/ng.3807","Asymmetric subgenome selection and <i>cis</i>-regulatory divergence during cotton domestication","no",[]
"10.1016/j.it.2023.06.010","Molecular mechanisms insulating proliferation from genotoxic stress in B lymphocytes","no",[]
"10.1016/j.ceb.2013.02.004","Nuclear organisation and RNAi in fission yeast","no",[]
"10.1002/aja.1000860103","ABNORMAL MITOSIS IN MOUSE LIVER","no",[]
"10.1007/s00249-009-0474-5","Spatial allelic imbalance of BCL2 genes and chromosome 18 territories in nonneoplastic and neoplastic cervical squamous epithelium","no",[]
"","3C in Maize and Arabidopsis","no",[]
"","OBSERVATIONS UPON CERTAIN REPUTED ACCESSORY NUCLEI OF THE OCULOMOTOR COMPLEX","no",[]
"10.1038/s41588-022-01237-2","Genomic innovation and regulatory rewiring during evolution of the cotton genus <i>Gossypium</i>","no",[]
"10.1023/A:1022375017938","Centromere-specific acetylation of histone H4 in barley detected through three-dimensional microscopy","no",[]
"10.1159/000338317","Usefulness of Discriminant Analysis Using Nuclear Three-Dimensional Analysis in Atypical Cells Prepared from Bronchial Brushing Cytology Cases That Are Cytologically Challenging","no",[]
"10.1007/s00412-015-0521-1","The ultrastructure of mono- and holocentric plant centromeres: an immunological investigation by structured illumination microscopy and scanning electron microscopy","no",[]
"10.1039/c8ay02153h","Dark-field microscopy for characterization of single molecule dynamics <i>in vitro</i> and <i>in vivo</i>","no",[]
"10.1016/j.gde.2013.11.020","Transcription in the context of the 3D nucleus","no",[]
"10.1016/j.jgg.2020.06.008","Many facades of CTCF unified by its coding for three-dimensional genome architecture","no",[]
"","Identification of Differential Chromatin Accessibility Using ATAC-seq in a Novel 3D Tissue Culture System of Systemic Sclerosis","no",[]
"10.1016/j.gde.2023.102048","When 3D genome changes cause disease: the impact of structural variations in congenital disease and cancer","no",[]
"","A Meta-Analysis Of Vitamin D-Dependent Transcriptomes Suggests Cell Type-Independent Gene Regulation By A Conserved 3D Chromatin Structure.","no",[]
"","Role of Cell Geometry on Nuclear Mechanics, Chromosome Reorganization, and Gene Expression","no",[]
"10.1182/blood.V128.22.1554.1554","PML-Rara Drives Acute Promyelocytic Leukemia Genesis By Enhanceosome Depletion Leading to 3D Chromatin Reorganization","no",[]
"10.1038/s41576-020-00325-5","Engineering 3D genome organization","no",[]
"10.1016/j.bios.2024.116149","Dual-responsive 3D DNA nanomachines cascaded hybridization chain reactions for novel self-powered flexible microRNA-detecting platform","no",[]
"10.1016/j.ymeth.2018.05.008","Storage, visualization, and navigation of 3D genomics data","no",[]
"10.3390/ijms21218383","Trans-Ancestral Fine-Mapping and Epigenetic Annotation as Tools to Delineate Functionally Relevant Risk Alleles at <i>IKZF1</i> and <i>IKZF3</i> in Systemic Lupus Erythematosus","no",[]
"10.3390/cells11244086","Visualizing the Genome: Experimental Approaches for Live-Cell Chromatin Imaging","no",[]
"10.3390/cancers13205201","No Need to Stick Together to Be Connected: Multiple Types of Enhancers' Networking","no",[]
"10.1038/s41467-020-20849-y","Dynamics of genome architecture and chromatin function during human B cell differentiation and neoplastic transformation","yes",[]
"10.1038/s41467-019-13069-6","Identification of four novel associations for B-cell acute lymphoblastic leukaemia risk","no",[]
"10.1073/pnas.1504783112","Clustering of mammalian <i>Hox</i> genes with other H3K27me3 targets within an active nuclear domain","no",[]
"10.1242/jcs.089177","Interconnected contribution of tissue morphogenesis and the nuclear protein NuMA to the DNA damage response","no",[]
"10.1186/2046-1682-5-21","Pulling chromatin apart: Unstacking or Unwrapping?","no",[]
"10.1002/bies.202200145","Spatial genome organization, TGFβ, and biomolecular condensates: Do they talk during development?","no",[]
"10.1038/s41467-022-30614-y","JMJD3 intrinsically disordered region links the 3D-genome structure to TGFβ-dependent transcription activation","no",[]
"10.1016/j.csbj.2021.11.019","DeepFoci: Deep learning-based algorithm for fast automatic analysis of DNA double-strand break ionizing radiation-induced foci","no",[]
"10.3389/fcell.2022.1065753","Editorial: The 4th dimension of the 3d chromatin organization: Dynamics and functional consequences","no",[]
"10.3389/fcell.2021.790138","Stress as a Chromatin Landscape Architect","no",[]
"10.1186/1471-2164-12-303","Close 3D proximity of evolutionary breakpoints argues for the notion of spatial synteny","no",[]
"10.1083/jcb.201809040","The interdependence of gene-regulatory elements and the 3D genome","no",[]
"10.3390/genes9040183","Genome-Wide Identification of the <i>Alba</i> Gene Family in Plants and Stress-Responsive Expression of the Rice <i>Alba</i> Genes","no",[]
"10.3389/fcell.2020.592164","The Why of YY1: Mechanisms of Transcriptional Regulation by Yin Yang 1","no",[]
"10.1091/mbc.E19-08-0420","Multivariate analysis reveals activation-primed fibroblast geometric states in engineered 3D tumor microenvironments","no",[]
"10.1016/S0960-9822(01)00390-6","Multiple regimes of constrained chromosome motion are regulated in the interphase <i>Drosophila</i> nucleus","no",[]
"10.1093/bioinformatics/btu268","A statistical approach for inferring the 3D structure of the genome","yes",[]
"10.1515/ijb-2017-0061","Unfolding the Genome: The Case Study of <i>P</i>. <i>falciparum</i>","yes",[]
"10.1038/s41467-021-23270-1","The impact of chromosomal fusions on 3D genome folding and recombination in the germ line","no",[]
"10.1016/j.celrep.2019.06.037","Three-Dimensional Genomic Structure and Cohesin Occupancy Correlate with Transcriptional Activity during Spermatogenesis","no",[]
"10.1371/journal.pgen.1000846","Nuclear Pore Proteins Nup153 and Megator Define Transcriptionally Active Regions in the <i>Drosophila</i> Genome","no",[]
"10.1038/s41598-023-38965-2","A universal tool for predicting differentially active features in single-cell and spatial genomics data","no",[]
"10.1038/s41580-019-0114-6","The role of transcription in shaping the spatial organization of the genome","no",[]
"10.1186/s13072-023-00503-9","Live-cell imaging of chromatin contacts opens a new window into chromatin dynamics","no",[]
"10.1093/bfgp/elz030","3D genome organization during lymphocyte development and activation","no",[]
"10.1016/j.celrep.2021.109799","Collective regulation of chromatin modifications predicts replication timing during cell cycle","no",[]
"10.1242/jcs.00779","The eukaryotic genome: a system regulated at different hierarchical levels","no",[]
"10.1242/jcs.108522","Super-resolution imaging reveals three-dimensional folding dynamics of the β-globin locus upon gene activation","no",[]
"10.1186/s13059-017-1310-3","Topological organization and dynamic regulation of human tRNA genes during macrophage differentiation","no",[]
"10.1016/j.gde.2016.03.008","TAD disruption as oncogenic driver","no",[]
"10.1016/j.ceb.2020.02.002","The emergence of genome architecture and zygotic genome activation","no",[]
"10.1038/s41380-020-00909-x","Cocaine-related DNA methylation in caudate neurons alters 3D chromatin structure of the<i>IRXA</i>gene cluster","no",[]
"10.3390/ijms22179426","Gravitational Force-Induced 3D Chromosomal Conformational Changes Are Associated with Rapid Transcriptional Response in Human T Cells","no",[]
"10.1111/imr.12942","Remodeling the chromatin landscape in T lymphocytes by a division of labor among transcription factors","no",[]
"10.1016/j.heliyon.2023.e18211","Transcription factors organize into functional groups on the linear genome and in 3D chromatin","no",[]
"10.3390/cimb45030167","ParticleChromo3D+: A Web Server for ParticleChromo3D Algorithm for 3D Chromosome Structure Reconstruction","no",[]
"10.1186/s13040-022-00305-x","ParticleChromo3D: a Particle Swarm Optimization algorithm for chromosome 3D structure prediction from Hi-C data","yes",[]
"","Spatial localization of chromosome nuclear envelope interaction sites","no",[]
"10.1002/mrd.10212","Meiosis in the golden hamster: a confocal microscopy and flow cytometric analysis","no",[]
"10.1117/12.2545099","Quantification of labelled target molecules via super-resolution dSTORM localization microscopy","no",[]
"10.1117/12.2527200","Modulation interference microscopy as a promising method for assessing the risk of metastasis in patients with breast cancer","no",[]
"","Integrated Microarray-based Tools for Detection of Genomic DNA Damage and Repair Mechanisms","no",[]
"10.1016/j.ceb.2024.102376","Chromatin plasticity in mechanotransduction","no",[]
"10.1006/excr.1998.4144","Spatial distributions of early and late replicating chromatin in interphase chromosome territories","no",[]
"10.1016/j.gene.2022.146832","Identification of a polycomb responsive region in human HoxA cluster and its long-range interaction with polycomb enriched genomic regions","no",[]
"","3D genome organisation in disease: patient-specific chromatin interactions from primary tissue","no",[]
"10.1016/j.ceb.2020.12.001","On the choreography of genome folding: A grand pas de deux of cohesin and CTCF","no",[]
"10.1016/j.gde.2019.04.009","Developing landscapes: genome architecture during early embryogenesis","no",[]
"10.1016/j.tig.2022.11.003","Chromatin modules and their implication in genomic organization and gene regulation","no",[]
"10.1016/j.celrep.2023.112068","3D enhancer-promoter interactions and multi-connected hubs: Organizational principles and functional roles","no",[]
"10.1093/bioinformatics/bty164","GenomeDISCO: a concordance score for chromosome conformation capture experiments using random walks on contact map graphs","no",[]
"10.3389/fgene.2020.00450","Proximity Labeling Techniques to Study Chromatin","no",[]
"10.1016/j.semcdb.2018.07.002","The 3D genome: From fundamental principles to disease and cancer","no",[]
"10.1016/j.molcel.2011.09.010","The Three-Dimensional Architecture of a Bacterial Genome and Its Alteration by Genetic Perturbation","yes",[]
"10.1038/s41467-020-20292-z","Order and stochasticity in the folding of individual <i>Drosophila</i> genomes","yes",[]
"10.1093/nar/gkab249","Suppression of liquid liquid phase separation by 1,6-hexanediol partially compromises the 3D genome organization in living cells","no",[]
"10.1038/s41467-019-09185-y","Nuclear lamina integrity is required for proper spatial organization of chromatin in <i>Drosophila</i>","yes",[]
"10.1002/jcb.24837","Comparison of UVB and UVC Effects on the DNA Damage-Response Protein 53BP1 in Human Pancreatic Cancer","no",[]
"10.1038/nrm.2017.101","Regulation of genome organization and gene expression by nuclear mechanotransduction","no",[]
"10.1214/24-AOAS1917","STATISTICAL CURVE MODELS FOR INFERRING 3D CHROMATIN ARCHITECTURE","no",[]
"10.1016/j.semcdb.2021.05.021","The two waves in single-cell 3D genomics","no",[]
"10.1002/bies.201700104","Single-cell Hi-C bridges microscopy and genome-wide sequencing approaches to study 3D chromatin organization","no",[]
"10.1074/mcp.M115.048975","Top-down and Middle-down Protein Analysis Reveals that Intact and Clipped Human Histones Differ in Post-translational Modification Patterns","no",[]
"10.1093/biostatistics/kxaa046","Principal curve approaches for inferring 3D chromatin architecture","no",[]
"10.3390/ijms22147599","Telomere Distribution in Human Sperm Heads and Its Relation to Sperm Nuclear Morphology: A New Marker for Male Factor Infertility?","no",[]
"10.1093/nar/gkq857","DAnCER: Disease-Annotated Chromatin Epigenetics Resource","no",[]
"10.1080/19491034.2017.1337622","The structure of lamin filaments in somatic cells as revealed by cryo-electron tomography","no",[]
"10.1136/annrheumdis-2020-218189","Parsing multiomics landscape of activated synovial fibroblasts highlights drug targets linked to genetic risk of rheumatoid arthritis","no",[]
"10.1371/journal.pone.0076153","CD146<SUP>+</SUP> Human Umbilical Cord Perivascular Cells Maintain Stemness under Hypoxia and as a Cell Source for Skeletal Regeneration","no",[]
"10.1016/j.molcel.2018.06.008","A Muscle-Specific Enhancer RNA Mediates Cohesin Recruitment and Regulates Transcription In <i>trans</i>","no",[]
"10.1126/sciadv.adl4893","3D chromatin architecture, BRD4, and Mediator have distinct roles in regulating genome-wide transcriptional bursting and gene network","no",[]
"10.1007/s00439-024-02683-0","Genetic/epigenetic effects in NF1 microdeletion syndrome: beyond the haploinsufficiency, looking at the contribution of not deleted genes","no",[]
"10.1016/j.isci.2022.104905","Differential regulation of alternate promoter regions in <i>Sox17</i> during endodermal and vascular endothelial development","no",[]
"10.1038/s41598-019-41369-w","Hierarchical Reconstruction of High-Resolution 3D Models of Large Chromosomes","yes",[]
"10.1186/s13059-020-01987-4","DeepMILO: a deep learning approach to predict the impact of non-coding sequence variants on 3D chromatin structure","no",[]
"10.1093/nar/gkw1155","3D genome structure modeling by Lorentzian objective function","yes",[]
"10.1093/bioinformatics/btv754","MOGEN: a tool for reconstructing 3D models of genomes from chromosomal conformation capturing data","yes",[]
"10.1093/nar/gkt1411","Large-scale reconstruction of 3D structures of human chromosomes from chromosomal contact data","yes",[]
"10.1073/pnas.95.10.5468","The chromatin unfolding domain of chromosomal protein HMG-14 targets the N-terminal tail of histone H3 in nucleosomes","no",[]
"10.1182/blood.2021014391","Systems medicine dissection of chr1q-amp reveals a novel PBX1-FOXM1 axis for targeted therapy in multiple myeloma","no",[]
"10.1073/pnas.1614837114","Establishment of expression-state boundaries by Rif1 and Taz1 in fission yeast","no",[]
"10.1073/pnas.2211855120","HP1-driven phase separation recapitulates the thermodynamics and kinetics of heterochromatin condensate formation","yes",[]
"10.1021/acs.jmedchem.1c01703","NMR Molecular Replacement Provides New Insights into Binding Modes to Bromodomains of BRD4 and TRIM24","no",[]
"10.1093/femsre/fuad021","Nuclear genome organization in fungi: from gene folding to Rabl chromosomes","no",[]
"10.1038/s41467-024-45884-x","Implications of the three-dimensional chromatin organization for genome evolution in a fungal plant pathogen","no",[]
"10.1111/febs.14301","Refinement of the subunit interaction network within the nucleosome remodelling and deacetylase (NuRD) complex","no",[]
"10.1093/molbev/msac216","Mode and Tempo of 3D Genome Evolution in Drosophila","no",[]
"10.1371/journal.pgen.1009229","3D genome evolution and reorganization in the <i>Drosophila melanogaster</i> species group","no",[]
"10.1007/s00412-017-0629-6","Transcription-dependent radial distribution of <i>TCF7L2</i> regulated genes in chromosome territories","no",[]
"10.1371/journal.pone.0129416","Induction and Processing of the Radiation-Induced Gamma-H2AX Signal and Its Link to the Underlying Pattern of DSB: A Combined Experimental and Modelling Study","no",[]
"10.3389/fcell.2024.1397807","Potential roles of inter-chromosomal interactions in cell fate determination","no",[]
"10.1007/s00441-024-03905-7","Spatiotemporal analysis of multi-scale cell structure in spheroid culture reveals hypertrophic chondrocyte differentiation","no",[]
"10.1038/s41467-023-35911-8","Low input capture Hi-C (liCHi-C) identifies promoter-enhancer interactions at high-resolution","no",[]
"10.1002/jbio.201200170","Imaging of the DNA damage-induced dynamics of nuclear proteins via nonlinear photoperturbation","no",[]
"10.1186/s13072-023-00492-9","Strong interactions between highly dynamic lamina-associated domains and the nuclear envelope stabilize the 3D architecture of <i>Drosophila</i> interphase chromatin","yes",[]
"10.1021/acs.jcim.0c00131","Coarse-Grained Diffraction Template Matching Model to Retrieve Multiconformational Models for Biomolecule Structures from Noisy Diffraction Patterns","no",[]
"10.1093/bioinformatics/btaa757","CSynth: an interactive modelling and visualization tool for 3D chromatin structure","yes",[]
"10.1007/978-3-030-50417-5_49","Advantage of Using Spherical over Cartesian Coordinates in the Chromosome Territories 3D Modeling","no",[]
"10.1073/pnas.1512577113","Population-based 3D genome structure analysis reveals driving forces in spatial genome organization","yes",[]
"10.1038/s41598-019-48771-4","Pheno-seq - linking visual features and gene expression in 3D cell culture systems","no",[]
"10.1186/1746-4811-5-11","3D fluorescent in situ hybridization using Arabidopsis leaf cryosections and isolated nuclei","no",[]
"10.3390/genes10100832","Germline-Specific Repetitive Elements in Programmatically Eliminated Chromosomes of the Sea Lamprey (<i>Petromyzon marinus</i>)","no",[]
"10.1523/JNEUROSCI.1760-13.2013","The <i>Drosophila</i> Transcription Factor Adf-1 (<i>nalyot</i>) Regulates Dendrite Growth by Controlling FasII and Staufen Expression Downstream of CaMKII and Neural Activity","no",[]
"10.1007/s11427-019-9551-7","Building a sequence map of the pig pan-genome from multiple <i>de novo</i> assemblies and Hi-C data","no",[]
"10.1126/science.adf5357","Single-cell DNA methylation and 3D genome architecture in the human brain","no",[]
"10.3389/fcell.2022.1050769","MCI-frcnn: A deep learning method for topological micro-domain boundary detection","no",[]
"10.1126/sciadv.ado5716","3D chromatin structures associated with ncRNA <i>roX2</i> for hyperactivation and coactivation across the entire X chromosome","no",[]
"10.1093/bib/bbac380","MCIBox: a toolkit for single-molecule multi-way chromatin interaction visualization and micro-domains identification","no",[]
"10.3390/microorganisms10122366","The Spatial Organization of Bacterial Transcriptional Regulatory Networks","yes",[]
"10.1093/jxb/erab087","Large-scale reconstruction of chromatin structures of maize temperate and tropical inbred lines","yes",[]
"10.1007/s40484-020-0221-6","Toward an understanding of the relation between gene regulation and 3D genome organization","no",[]
"10.1007/s00018-021-04107-y","Integrative analysis of the 3D genome structure reveals that CTCF maintains the properties of mouse female germline stem cells","no",[]
"10.1002/ctm2.927","Three-dimensional genome structure shapes the recombination landscape of chromatin features during female germline stem cell development","no",[]
"10.1101/gr.250316.119","MOCHI enables discovery of heterogeneous interactome modules in 3D nucleome","yes",[]
"10.3389/fmolb.2023.1173545","Advances and challenges in CRISPR-based real-time imaging of dynamic genome organization","no",[]
"10.1093/genetics/iyac141","3D chromatin structure in chondrocytes identifies putative osteoarthritis risk genes","no",[]
"10.1016/j.gie.2022.01.007","Prediction of neoplastic progression in Barrett's esophagus using nanoscale nuclear architecture mapping: a pilot study","no",[]
"10.1186/s12859-019-2900-8","Identifying lncRNA-mediated regulatory modules via ChIA-PET network analysis","no",[]
"10.1016/j.celrep.2020.107929","Cohesin-Dependent and -Independent Mechanisms Mediate Chromosomal Contacts between Promoters and Enhancers","no",[]
"10.1038/s41598-017-14389-7","Chromatin interaction networks revealed unique connectivity patterns of broad H3K4me3 domains and super enhancers in 3D chromatin","no",[]
"10.1073/pnas.0914187107","Chromosome arm length and nuclear constraints determine the dynamic relationship of yeast subtelomeres","no",[]
"10.1016/j.sbi.2023.102613","Reprogramming of three-dimensional chromatin organization in the early embryo","no",[]
"10.1093/nar/gkt1348","Targeting and tracing of specific DNA sequences with dTALEs in living cells","no",[]
"10.3390/genes9010017","Linking DNA Damage and Age-Related Promoter DNA Hyper-Methylation in the Intestine","no",[]
"10.1101/gad.304543.117","Asy2/Mer2: an evolutionarily conserved mediator of meiotic recombination, pairing, and global chromosome compaction","no",[]
"10.1093/bioinformatics/btv158","4DGenome: a comprehensive database of chromatin interactions","no",[]
"10.3389/fcell.2021.702787","Topologically Associating Domains and Regulatory Landscapes in Development, Evolution and Disease","no",[]
"10.1073/pnas.0704285104","Maintenance of imprinting and nuclear architecture in cycling cells","no",[]
"10.4161/nucl.2.5.17862","A top-down analysis of Xa- and Xi-territories reveals differences of higher order structure at ≥20 Mb genomic length scales","no",[]
"10.3389/fgene.2021.730633","The Role of rDNA Clusters in Global Epigenetic Gene Regulation","no",[]
"10.3390/cells9122587","Dynamics of Whole-Genome Contacts of Nucleoli in <i>Drosophila</i> Cells Suggests a Role for rDNA Genes in Global Epigenetic Regulation","no",[]
"10.3390/ijms24129842","Induction of the Erythroid Differentiation of K562 Cells Is Coupled with Changes in the Inter-Chromosomal Contacts of rDNA Clusters","no",[]
"10.1016/j.jsb.2019.08.014","Electron tomography reveals changes in spatial distribution of UBTF1 and UBTF2 isoforms within nucleolar components during rRNA synthesis inhibition","no",[]
"10.1371/journal.pone.0187977","Nucleolar sub-compartments in motion during rRNA synthesis inhibition: Contraction of nucleolar condensed chromatin and gathering of fibrillar centers are concomitant","no",[]
"10.3390/cancers15041086","Drug Resistance in Medulloblastoma Is Driven by YB-1, ABCB1 and a Seven-Gene Drug Signature","no",[]
"10.1016/j.heliyon.2023.e17362","The Mycoplasma hyorhinis genome displays differential chromatin accessibility","no",[]
"10.1038/s41594-020-0506-5","Multi-contact 3C reveals that the human genome during interphase is largely not entangled","yes",[]
"10.3389/fcell.2021.799971","The Clock Takes Shape-24 h Dynamics in Genome Topology","no",[]
"10.1371/journal.pcbi.1003877","Depletion of the Chromatin Looping Proteins CTCF and Cohesin Causes Chromatin Compaction: Insight into Chromatin Folding by Polymer Modelling","yes",[]
"10.1038/s41598-021-82989-5","CD4+T cells from children with active juvenile idiopathic arthritis show altered chromatin features associated with transcriptional abnormalities","no",[]
"10.1038/s41467-023-40992-6","SMCHD1 has separable roles in chromatin architecture and gene silencing that could be targeted in disease","no",[]
"10.1007/s12072-023-10552-7","Activation of IGFBP4 via unconventional mechanism of miRNA attenuates metastasis of intrahepatic cholangiocarcinoma","no",[]
"10.1016/j.molp.2016.09.015","Influence of Chromatin 3D Organization on Structural Variations of the <i>Arabidopsis thaliana</i> Genome","no",[]
"10.1093/nar/gkq955","Mapping of long-range associations throughout the fission yeast genome reveals global genome organization linked to transcriptional regulation","yes",[]
"10.1016/j.cell.2015.11.024","CTCF-Mediated Human 3D Genome Architecture Reveals Chromatin Topology for Transcription","yes",[]
"10.1038/s41467-024-47048-3","The PTM profiling of CTCF reveals the regulation of 3D chromatin structure by O-GlcNAcylation","no",[]
